Card,Avg Location
2H,25.924666986679465
2D,26.022990919636786
2C,26.042221688867556
2S,26.02043081723269
3H,25.993059722388896
3D,26.028671146845873
3C,26.028801152046082
3S,26.0670626825073
4H,26.04155166206648
4D,26.03303132125285
4C,26.034411376455058
4S,25.990179607184288
5H,26.047381895275812
5D,25.995219808792353
5C,25.99937997519901
5S,25.921226849073964
6H,26.036221448857955
6D,25.92458698347934
6C,26.04240169606784
6S,26.024860994439777
7H,26.10259410376415
7D,25.91490659626385
7C,25.97839913596544
7S,25.98737949517981
8H,26.041401656066242
8D,25.953708148325934
8C,26.04301172046882
8S,25.911186447457897
9H,26.01886075443018
9D,25.993109724388976
9C,25.995239809592384
9S,25.984289371574864
TH,25.998039921596863
TD,26.00420016800672
TC,25.914096563862554
TS,26.007170286811473
JH,25.96691867674707
JD,25.984599383975358
JC,26.058192327693106
JS,25.952418096723868
QH,25.8871254850194
QD,26.024310972438897
QC,26.004520180807233
QS,26.03268130725229
KH,25.971328853154127
KD,26.068142725709027
KC,26.02886115444618
KS,25.910336413456537
AH,26.00020000800032
AD,25.962958518340734
AC,26.040941637665508
AS,26.04051162046482
