Card,Avg Location
2H,25.9879018064289
2D,25.9640694251108
2C,26.013664218627497
2S,25.998347973567576
3H,26.021044336709387
3D,26.01332021312341
3C,25.96023936382982
3S,26.02261436182979
4H,25.97780964495432
4D,25.99910398566377
4C,26.020600329605273
4S,25.99035984575753
5H,26.040616649866397
5D,25.970699531192498
5C,25.989815837053392
5S,25.98823781180499
6H,26.016710267364278
6D,25.985059760956176
6C,26.02449039184627
6S,26.008288132610122
7H,25.9449251188019
7D,26.00621209939359
7C,25.992679882878125
7S,25.99057784924559
8H,25.985957775324405
8D,25.986931790908656
8C,25.984833757340116
8S,26.00999015984256
9H,26.030614489831837
9D,26.020848333573337
9C,26.002134034144547
9S,25.9753856061697
TH,26.001448023168372
TD,25.979751676026815
TC,25.996269940319046
TS,26.039582633322134
JH,26.02601641626266
JD,25.94930118881902
JC,26.039852637642202
JS,26.05472087553401
QH,26.006466103457655
QD,25.98910382566121
QC,26.011270180322885
QS,26.02915046640746
KH,26.003966063457014
KD,26.017434278948464
KC,25.98973183570937
KS,25.97894166306661
AH,25.97840765452247
AD,26.013644218307494
AC,26.01735227763644
AS,25.953503256052098
